,prim_ind_text,prim_ind_topic_id,prim_ind_probability,types_res_text,types_res_topic_id,types_res_probability,future_res_text,future_res_topic_id,future_res_probability,research_educ_text,research_educ_topic_id,research_educ_probability,how_pick_events_text,how_pick_events_topic_id,how_pick_events_probability,events_attend_recent_text,events_attend_recent_topic_id,events_attend_recent_probability,ideal_topics_text,ideal_topics_topic_id,ideal_topics_probability,ideal_attendees_text,ideal_attendees_topic_id,ideal_attendees_probability,recommendations_text,recommendations_topic_id,recommendations_probability,big_answer,persona_id,polarity,subjectivity
676,Research consulting,commerce/consulting,0.37497062476083526,"Usability, diary study, discovery, IDI, surveys, remote and in-person interviews, heuristic eval",validation,0.945271343548048,all of the above,"evaluative, quantitative, qualitative",0.125,"I was in a PhD program in Educational Psychology (though got out with a masters), and took a lot of research classes, along with statistics. For my thesis, I ran my own research, and also helped other graduate students. ",master degree,0.9676637882064577,"It really comes down to institutional support - whether I get time off, and whether I can afford it. ","reputation, value",0.6700216224296445,"UX meetups in Minneapolis, MN, and webinars ","webinar, brighton",0.8280893167142946,"1. organizing research findings, especially when there is a larger research team. How can we make sure that research findings are accessible and findable? 
2. recruiting low-tech participants
3. recruiting participants with cognitive disabilities

",quant/qual/data,0.9593621272729361,"Jared Spool is a favorite of mine, so is Mike Monteiro, but to be honest, I want to see a diverse set of speakers
Arango, too!",indi young,0.9416945722993467,"Just do it! 
Your authors are great and I would attend a conference with their participation","group, career, city",0.8378948232493197,"Yes, I was taught how to conduct researchI was in a PhD program in Educational Psychology (though got out with a masters), and took a lot of research classes, along with statistics. For my thesis, I ran my own research, and also helped other graduate students. It really comes down to institutional support - whether I get time off, and whether I can afford it. The IA summit in Chicago in 2018 - great variety of people, interesting talks, and a sense of intimacy and openness UX meetups in Minneapolis, MN, and webinars Small conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timeposter presentations1. organizing research findings, especially when there is a larger research team. How can we make sure that research findings are accessible and findable? 
2. recruiting low-tech participants
3. recruiting participants with cognitive disabilities

Jared Spool is a favorite of mine, so is Mike Monteiro, but to be honest, I want to see a diverse set of speakers
Arango, too!Just do it! 
Your authors are great and I would attend a conference with their participation",3,0.27908496732026145,0.5545751633986928
677,Broacasting,misc,0.125,"mostly evaluative user focused research, with a heavy dose of quant based research informed by the marketing department",ngram,0.9203324449135505,,"evaluative, quantitative, qualitative",0.125,,"masters, bachelors",0.16666666666666669,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchn/an/an/an/aSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/an/a",4,0.375,0.475
678,Software - Legal,software,0.37497960980900513,"Digital Analytics (Google, Tag Manager, Data Studio)
Usability Testing (Unmoderated & Moderated)
Survey's
Focus Groups
Contextual Inquiry/Interviews",testing,0.5573647605123645,"Digital Analytics (Google, Tag Manager, Data Studio)
Usability Testing (Unmoderated & Moderated)
Survey's
Focus Groups
Contextual Inquiry/Interviews","evaluative, quantitative, qualitative",0.9513327409501586,"Degree - Masters of Science in Human-Computer Interaction
","masters, bachelors",0.9241322133586156,From LinkedIn groups or networking groups I'm apart of,"subject, feel, theme",0.8327943727119322,"Meetups in the Chicago area on accessibility, local UX research teams, previous co-worker speaking engagements","service design, australia",0.9339095312331637,"AI, Ethics, Analytics (data-driven research)",ops/ai,0.8051211026183219,"Google
Microsoft (Gaming)

","industry, team, product",0.8061704495464158,,"speaker, industry",0.2,"Imputed YesDegree - Masters of Science in Human-Computer Interaction
From LinkedIn groups or networking groups I'm apart ofn/aMeetups in the Chicago area on accessibility, local UX research teams, previous co-worker speaking engagementsSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsNoAI, Ethics, Analytics (data-driven research)Google
Microsoft (Gaming)

n/a",5,0.22222222222222224,0.3444444444444445
679,Insurance,government,0.562499987262896,"Usability testing, internal workshops, surveys, heatmaps, clickmaps, web analytics, contextual interviews, card sorting",validation,0.851173614621736,"Diary studies, field studies",misc,0.8906177798691998,"introduction to research methods - a class during my time at the university,
Introduction to social science research - a summer course at a university abroad",master degree,0.5028912447436507,"I look at the topic, opinions about the previous editions, and who speaks. If I can associate the name with a high number of events, I usually assume the person to be an empty promise. If quality of the event is likely to be good, I confront it with the price and location. My salary is not in EUR or USD, so I never go abroad. Within my country, luckily, the best conferences are usually free of charge.","reputation, value",0.9753192976954298,World Usability Day in Krakow and Poznan,"toronto, strive",0.8775223348250577,"Failure stories, non-leading questions, how to cope with conducting qualitative research when introverted. No generic inspirational babbling, I hate when they do that. I can get tons of that on LinkedIn without getting out of the house.",ops/ai,0.9227715122887902,"Steve Portigal, my interest in UX research pretty much started when I read his book. I'd also like to see companies with cool case studies, can't think of one at the moment.",indi young,0.9590250633006877,Pay your speakers and do demand quality from them in return :),"speaker, industry",0.6223681629957207,"Yes, I was taught how to conduct researchintroduction to research methods - a class during my time at the university,
Introduction to social science research - a summer course at a university abroadI look at the topic, opinions about the previous editions, and who speaks. If I can associate the name with a high number of events, I usually assume the person to be an empty promise. If quality of the event is likely to be good, I confront it with the price and location. My salary is not in EUR or USD, so I never go abroad. Within my country, luckily, the best conferences are usually free of charge.A 3-day research training run by the best trainer in Poland. Before I went, I was pretty much a self-learner with no guidance. I learned a lot of new things and also how to improve on the old things.World Usability Day in Krakow and PoznanSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/aFailure stories, non-leading questions, how to cope with conducting qualitative research when introverted. No generic inspirational babbling, I hate when they do that. I can get tons of that on LinkedIn without getting out of the house.Steve Portigal, my interest in UX research pretty much started when I read his book. I'd also like to see companies with cool case studies, can't think of one at the moment.Pay your speakers and do demand quality from them in return :)",5,0.2421678321678322,0.5331235431235432
680,E-Commerce,fintech,0.562499978905788,"behavioral and attitudinal, qualitative and quantitative. basically all the ways we can get data.",market,0.5989792607979373,the same stuff.,"evaluative, quantitative, qualitative",0.562422704704448,,"masters, bachelors",0.16666666666666669,If it's timely and relevant to what I'm working on or has potential to push my or my team's practice.,"subject, feel, theme",0.9068201453686898,None,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"No, I was not taught how to conduct researchn/aIf it's timely and relevant to what I'm working on or has potential to push my or my team's practice.I've never had a great one.NoneSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/an/an/an/a",4,0.38571428571428573,0.65
681,Information,tech,0.5624999571359116,"Quantitative by metrics and A/B results, qualitative by experience. ",qual/quant,0.48599552770141896,Generative methods,focus group,0.7082249471891738,"Earned master's degree and undergraduate degree with research related focuses, participated in running studies, analyzed data and created reports, mapped systems.","masters, bachelors",0.9677663907440239,"Timing, cost, funding availability, and if they're tied to processional/career goals. Travel is a consideration if I can tie it to other business objectives and get company funding to cover expenses.",pay,0.9477581038391383,"Conferences, meetups from local professional orgs","toronto, strive",0.9043522086842886,"Strategy, roadmapping, stakeholder management, prioritizing and scoping, lean research methods and how to apply them,  copy testing.  Methods that push the envelope a bit- what are the leading trends? GDPR and research. B2B research optimizations. Research ops. ",quant/qual/data,0.9013511009823677,Researchers who are doing cool things outside of silicon valley; international researchers.,"experience, jared spool",0.9432215319170095,"Make sure the presenters provide actionable takeaways, not just theory - I need to be able to take what I learn back to my job and use it.
Food is important - don't skimp on snacks
Don't start at an ungodly early hour. 
Location, location, location - both the physical building and the destination. Sometimes it's hard to say I need to fly across the country or stay in a $500/night hotel!
Make it an accessible price point, and not just for directors, etc - junior level people can get as much if not more, but it's occasionally harder to make the case. ","event, opportunity",0.979145871291965,"Yes, I was taught how to conduct researchEarned master's degree and undergraduate degree with research related focuses, participated in running studies, analyzed data and created reports, mapped systems.Timing, cost, funding availability, and if they're tied to processional/career goals. Travel is a consideration if I can tie it to other business objectives and get company funding to cover expenses.Local conference (UXPA Boston). Practical topics relevant to my needs with knowledgable speakers and clear ways to apply strategies.Conferences, meetups from local professional orgsSmall conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timeNoStrategy, roadmapping, stakeholder management, prioritizing and scoping, lean research methods and how to apply them,  copy testing.  Methods that push the envelope a bit- what are the leading trends? GDPR and research. B2B research optimizations. Research ops. Researchers who are doing cool things outside of silicon valley; international researchers.Make sure the presenters provide actionable takeaways, not just theory - I need to be able to take what I learn back to my job and use it.
Food is important - don't skimp on snacks
Don't start at an ungodly early hour. 
Location, location, location - both the physical building and the destination. Sometimes it's hard to say I need to fly across the country or stay in a $500/night hotel!
Make it an accessible price point, and not just for directors, etc - junior level people can get as much if not more, but it's occasionally harder to make the case. ",4,0.1416666666666667,0.3731193926846101
682,Technology,tech,0.5624999937802818,Both generative and evaluative research,misc,0.45281503711173693,Generative and evaluative,focus group,0.3750331779109947,Graduate degree in HCI,"experimental, psychology",0.8603796472536522,"Cost, distance (And if travel is covered or reasonable cost)","reputation, value",0.9160225726521486,Convey UX seattle,"urca, uxpa",0.8282084784432456,,case_study,0.25,Leaders in academic and industry,"industry, team, product",0.8715158627656799,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchGraduate degree in HCICost, distance (And if travel is covered or reasonable cost)None yet :/Convey UX seattleSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsnon/aLeaders in academic and industryn/a",5,0.2833333333333334,0.4166666666666667
683,Technology,tech,0.5624999937802818,"Usability testing 
Quantitative research
Secondary Research",qual/quant,0.9124499939870062,More in-depth qualitative sessions,misc,0.5311556949609018,Msc. in Design Research,"experimental, psychology",0.5665579101765771,Based on investment and time needed vs expected outcome and application of concepts learned right after the event.,"reputation, value",0.8949876175570614,"None that is exclusively focused on the research topic. The events I attended are often mixed with generic UX topics, partially covering the research phase. ","service design, australia",0.9339186210930029,"- Gap between research planning and execution

",ops/ai,0.8913791653648376,"- Mix of academic and market researchers 
- Different topics approached to gather different perspectives ","experience, jared spool",0.9482155564122947,Inviting famous speakers does not mean that the conference will be necessarily good.,"event, opportunity",0.8844246316144835,"Yes, I was taught how to conduct researchMsc. in Design ResearchBased on investment and time needed vs expected outcome and application of concepts learned right after the event.2 days conference with talks on 'Imagining the future of urban neighborhoods', and what made it so great was the surprise factor and huge amount of unexpected learnings. Even though it was not directly focused on research topics,  every single project/talk presented approached the research phase in a different way, with diverse techniques and methods that were tailor-made to solve what they needed. It was a conference with authenticity in the processes presented, avoiding jargons or trends often repeated over and over accross UX events. None that is exclusively focused on the research topic. The events I attended are often mixed with generic UX topics, partially covering the research phase. Small conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsMixed session of Panel discussion + Q&A- Gap between research planning and execution

- Mix of academic and market researchers 
- Different topics approached to gather different perspectives Inviting famous speakers does not mean that the conference will be necessarily good.",5,0.16127232142857142,0.4692708333333333
684,E-commerce,fintech,0.562499978905788,Strategic and evaluative studies,focus group,0.6134642328919886,,"evaluative, quantitative, qualitative",0.125,,"masters, bachelors",0.16666666666666669,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,"Emerging technologies , videos research , games research ",quant/qual/data,0.8079890181352877,"Researchers in emerging technologies from google, Facebook
Researchers from Netflix 
","industry, team, product",0.9024742409626619,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchn/an/an/an/aSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsCHIEmerging technologies , videos research , games research Researchers in emerging technologies from google, Facebook
Researchers from Netflix 
n/a",4,0.375,0.475
685,Real estate,education,0.7812499847380038,"We do a lot of qualitative research but also recently hired a data engineer on the team to do additional work. We do the full gamut- discovery research, concept testing, usability testing, surveys, look at customer service logs, etc.",focus group,0.6411764320254039,"A lot of our goals are focused on collaboration. It’s not just about conducting research, but finding ways to bring  data scientists and engineers and designers into the fold more often so they live and breathe it. ","moderate, unmoderate",0.9326149628815681,"I worked in an HCI lab in my undergrad career for two years, and also got my masters in HCI. ","experimental, psychology",0.6166642461917875,"Is it directly relevant to my day to day work? Do I need it to become a more successful or efficient employee? Do I need an essential skill to get to the next level/career ladder? If the answer is yes, I strongly am interested in attending an event. ","reputation, value",0.9651074571615019,"I’ve attended a ton of meetups, a workshop on remote research, a workshop on Kano modeling, and a workshop on mentorship/career management. ",local_meetups,0.9338706997106294,"I would love if if veteran members of the community share more of their war stories with those who are just starting out or mid-career. I think the whole community could benefit from lessons learned.

Also, I would love to learn more about the softer sides that make research successful and influential, such as conflict management, stakeholder management (often the same thing!), effective communication, and career management. There has to be knowledge transfer in the community in terms of soft skills like these as well if we want to maximize the impact of research. ",quant/qual/data,0.9829091936084771,"Specific individuals who have very interesting war stories to share, or have had great track record forecasting industry trends and would like to the share with the community. ","industry, team, product",0.9522460894135856,"Then this is an interestingly “hypothetical” survey! 

I would try to tailor content not only based on quality/quant, but based on the experience level of those who are attending. People starting out in research think and need different skill sets than those running large teams and years into their practice!

Also, please PLEASE emphasize depth over breadth. Researchers want to learn deeply about something specific and actionable, not just hand-wavy things that we can’t directly take and apply in their everyday context. I would prefer long, well-thought out and curated presentations that I can take and run with in my organization over soundbite-driven panels any day! ","event, opportunity",0.9822412737007248,"Was thought how to conduct research in social studiesI worked in an HCI lab in my undergrad career for two years, and also got my masters in HCI. Is it directly relevant to my day to day work? Do I need it to become a more successful or efficient employee? Do I need an essential skill to get to the next level/career ladder? If the answer is yes, I strongly am interested in attending an event. I went to a talk hosted by AIGA on the design process around creating Alexandria Ocasió-Cortez’s campaign branding and identity. The topic was socially and professionally relevant, the speaker was prepared and engaging, and the quality of the content he shared was incredible. There was an anonymous Q&A that followed where the moderator used an app called Pigeonhole to curate questions from the crowd, and deliver it to the speaker to answer. There was also refreshments and networking afterward. It was well worth the $35 I spent on the talk! I’ve attended a ton of meetups, a workshop on remote research, a workshop on Kano modeling, and a workshop on mentorship/career management. Small conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timeNopeI would love if if veteran members of the community share more of their war stories with those who are just starting out or mid-career. I think the whole community could benefit from lessons learned.

Also, I would love to learn more about the softer sides that make research successful and influential, such as conflict management, stakeholder management (often the same thing!), effective communication, and career management. There has to be knowledge transfer in the community in terms of soft skills like these as well if we want to maximize the impact of research. Specific individuals who have very interesting war stories to share, or have had great track record forecasting industry trends and would like to the share with the community. Then this is an interestingly “hypothetical” survey! 

I would try to tailor content not only based on quality/quant, but based on the experience level of those who are attending. People starting out in research think and need different skill sets than those running large teams and years into their practice!

Also, please PLEASE emphasize depth over breadth. Researchers want to learn deeply about something specific and actionable, not just hand-wavy things that we can’t directly take and apply in their everyday context. I would prefer long, well-thought out and curated presentations that I can take and run with in my organization over soundbite-driven panels any day! ",3,0.221952947845805,0.4365929705215419
686,Mobility tech,commerce/consulting,0.7083182876793963,"Generative, evaluative",testing,0.7812232840915871,Mixing quant and qual,inquiry,0.7812186371494557,I attended a product design bootcamp,master degree,0.6479754662221193,Cost of the conference; travel (including pain of cost and effort); whether or not I think I'll be able to apply my knowledge,"value, reputation",0.9533671573995209,Enterprise Experience,"london, user_research",0.3809657622011878,Practical research applications in industry,"new_method, mixed_method",0.8439680695232671,"A few ""big names;"" diversity in backgrounds (e.g., non-traditional researchers and traditional); various user research tools to demo onsite",indi young,0.6383446255886802,Determine who your audience is and their most pressing needs in order to curate a program that empowers them to do their jobs better and/or improve their confidence as research professionals,"event, opportunity",0.9256079636409975,"Yes, I was taught how to conduct researchI attended a product design bootcampCost of the conference; travel (including pain of cost and effort); whether or not I think I'll be able to apply my knowledgeThe majority of what I learned was applicable in real lifeEnterprise ExperienceSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsNonePractical research applications in industryA few ""big names;"" diversity in backgrounds (e.g., non-traditional researchers and traditional); various user research tools to demo onsiteDetermine who your audience is and their most pressing needs in order to curate a program that empowers them to do their jobs better and/or improve their confidence as research professionals",5,0.25,0.4395833333333334
687,Transportation,software,0.5624999690200629,"Do you mean methodologies? Interviews, surveys, diary studies, card sorts, participatory design, usability and concept testing (moderated, remote moderated and remote unmoderated) and various forms of getting out in the field and following people as they do things.
In the product cycle, this ranges from foundational through to validation and summative research.",ngram,0.655341699181082,Similar to above.,inquiry,0.5623314808918566,"I have a PHD in anthropology. To learn industry research, did an internship and then learned on the job.",degree majors,0.6249485101234568,"Budget from my employer, who will the attendees be (I want to network with other researchers, not with designers or whatever), whether the topic seems interesting and useful and I think I will learn something. Whether it falls in the middle of planning or something else for which I need to be in the office. ","price, location",0.9618429260755886,"EPIC for the past two years. Go to a meetup in the Bay area every month or two. Videos from EPIC and other random places. Occasional academic events in the bay area, workshops or talks by visiting professors at local universities. ","toronto, strive",0.9642032206941002,In-house research rather than stuff that's very focused on being a consultant/agency.,"new_method, mixed_method",0.873679605371001,"Senior people, people who have been doing this a long time. I want to understand what is the end point or where can you get to - what does it look like to be very senior, what does that career trajectory look like? Also to hear about what they perceive to be the trends and shifts in industry research. Ways of looking at doing industry research, understanding what we do and what its value is to our companies.","industry, team, product",0.9798651044413547,,"speaker, industry",0.2,"No, I was not taught how to conduct researchI have a PHD in anthropology. To learn industry research, did an internship and then learned on the job.Budget from my employer, who will the attendees be (I want to network with other researchers, not with designers or whatever), whether the topic seems interesting and useful and I think I will learn something. Whether it falls in the middle of planning or something else for which I need to be in the office. I quite enjoy EPIC, there are lots of smart people and I have great conversations.EPIC for the past two years. Go to a meetup in the Bay area every month or two. Videos from EPIC and other random places. Occasional academic events in the bay area, workshops or talks by visiting professors at local universities. Small conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timen/aIn-house research rather than stuff that's very focused on being a consultant/agency.Senior people, people who have been doing this a long time. I want to understand what is the end point or where can you get to - what does it look like to be very senior, what does that career trajectory look like? Also to hear about what they perceive to be the trends and shifts in industry research. Ways of looking at doing industry research, understanding what we do and what its value is to our companies.n/a",3,0.07210884353741498,0.3079931972789116
688,"No particular industry, I freelance",software,0.7083205998583192,"Interviews, usability studies, diary studies, ride alongs, home visits, use of surveys and analytics on occasion ",validation,0.8697542593417454,"Same, longer term diary studies",misc,0.6252048465367006,,"masters, bachelors",0.16666666666666669,As a freelancer very few events are worth flying to —too expensive to self pay and lost billable time make it hard to go to anything not in my town/on an evening.,"price, location",0.6648253826028062,None,"london, user_research",0.14285714285714288,"Quantitative methods boot camp for ppl who managed to not take statistics, exposure to add’l methods beyond the usual suspects ",case_study,0.8892125370529987,"Stuff beyond tech, diversity","sam ladner, erika hall",0.8072304826298643,"Hmmmm....now sure. It’s just super hard to self pay, i suspect I’m not the best target.","field, survery",0.9185902239964504,"Yes, I was taught how to conduct researchn/aAs a freelancer very few events are worth flying to —too expensive to self pay and lost billable time make it hard to go to anything not in my town/on an evening.Some soft skills training/ coaching a former employer bright on house. Super useful skills, and I didn’t have to come up with the $.NoneSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsLonger, in depth sessionsQuantitative methods boot camp for ppl who managed to not take statistics, exposure to add’l methods beyond the usual suspects Stuff beyond tech, diversityHmmmm....now sure. It’s just super hard to self pay, i suspect I’m not the best target.",3,0.19296296296296298,0.43530864197530866
689,Fintech,education,0.5624999908889767,"qualitative (interviews, journey mapping, testing) and quantitative (surveys, polls, analytics)",qual/quant,0.9270024041668884,more ongoing interviews with users.,"moderate, unmoderate",0.8249372370986239,"Psychology undergraduate degree, 3-month bootcamp on UX Design (including research)","experimental, psychology",0.6608424906680026,"Depends how specialized the topics/talks will be. Will talks be more theoretical or have methods for practical application? Practical application is important to me, so I'd rather hear people who have industry experience share their journeys. I prefer local events as I don't have a large professional development budget at work, so can't afford to travel for events/conferences.",pay,0.9736741428893763,"Information Architecture Day, UX Research meetups in Vancouver","webinar, brighton",0.9338853859528093,"how they built research practices in their organizations, strategies for research, how they approached difficult problems and solved through application of research, etc.","new_method, mixed_method",0.927563624118383,"People who practice research specifically. It's great that lots of designers do research too, but I want to meet more professionals who focus solely on research",indi young,0.9510901897938606,"Have a wide variety of topics, for people of various levels of experience (some topics are interesting to me but not applicable since I'm a junior researcher. For example, I would love to hear how someone leads a global research team, but that advice isn't immediately relevant to me since I'm far from being a supervisor.  Instead, I'd be interested to hear from someone who has been in research for 1-2 years, and built a research practice from the ground up. I would want to know how they did that since I'm trying to do that)","event, opportunity",0.5473805766532815,"No, I was not taught how to conduct researchPsychology undergraduate degree, 3-month bootcamp on UX Design (including research)Depends how specialized the topics/talks will be. Will talks be more theoretical or have methods for practical application? Practical application is important to me, so I'd rather hear people who have industry experience share their journeys. I prefer local events as I don't have a large professional development budget at work, so can't afford to travel for events/conferences.I loved going to the Design/Content conference last year in Vancouver. Topics were interesting, talks weren't TOO long, there was variety in the topics spoken about, lots of networking opportunities, their sponsorships were cool so I got to learn more about those companies (mostly design/content tools)Information Architecture Day, UX Research meetups in VancouverSmall conference: < 300 attendeesMulti-track: Every attendee chooses their own path with multiple options available for most time-slotsn/ahow they built research practices in their organizations, strategies for research, how they approached difficult problems and solved through application of research, etc.People who practice research specifically. It's great that lots of designers do research too, but I want to meet more professionals who focus solely on researchHave a wide variety of topics, for people of various levels of experience (some topics are interesting to me but not applicable since I'm a junior researcher. For example, I would love to hear how someone leads a global research team, but that advice isn't immediately relevant to me since I'm far from being a supervisor.  Instead, I'd be interested to hear from someone who has been in research for 1-2 years, and built a research practice from the ground up. I would want to know how they did that since I'm trying to do that)",5,0.2737244897959184,0.5034013605442177
690,Insurance,government,0.562499987262896,"Mental models, outcome driven innovation + jtbd, usability tests, focus groups, market segmentation surveys, intercept feedback surveys",ngram,0.9561919890406487,"Diary studies, contextual inquiries, card sorts, tree tests",card sort,0.8035488507183767,"Graduated from Japanese Studies which taught some aspects of conducting research for social sciences, completed a UX academy (online bootcamp), completed the Social Science Research Methods specialisation on Coursera, currently doing the Advanced Training Series by Indi Young",master degree,0.5441375883023103,"Events in Central and Eastern Europe, those that my employer can pay for, and if not, only those that cost below €300","price, location",0.9068770301491853,All of the previously mentioned I attended in the past few years,"service design, australia",0.8569419211485786,"How research fits (or doesn’t) into the agile cycle, how to scope studies (audience segments and questions), how to use a variety of methods for one topic",quant/qual/data,0.8852671409899667,"People that wrote books I’ve read ;)
Also, IDEO and other ethnographic research firms","industry, team, product",0.9229917579325462,Find a way to make the event accessible to people who are not in the event’s geographic area,"group, career, city",0.8833547612986644,"No, I was not taught how to conduct researchGraduated from Japanese Studies which taught some aspects of conducting research for social sciences, completed a UX academy (online bootcamp), completed the Social Science Research Methods specialisation on Coursera, currently doing the Advanced Training Series by Indi YoungEvents in Central and Eastern Europe, those that my employer can pay for, and if not, only those that cost below €300Advanced training series by Indi Young
It’s affordable, in depth (each topic is covered over 4 weeks), comprehensive (from scoping to working with stakeholders on the finished deliverable). It’s intimate, there’s time to ask questions. It’s really specific and not superficial All of the previously mentioned I attended in the past few yearsSmall conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timen/aHow research fits (or doesn’t) into the agile cycle, how to scope studies (audience segments and questions), how to use a variety of methods for one topicPeople that wrote books I’ve read ;)
Also, IDEO and other ethnographic research firmsFind a way to make the event accessible to people who are not in the event’s geographic area",4,0.06052631578947368,0.35657894736842105
691,Software,software,0.5624247277608939,"Qual, Quant",focus group,0.7811444974712447,Same as above,"evaluative, quantitative, qualitative",0.125,"Masters degree with methods classes, internships and group projects incorporating research. ",master degree,0.4808884920950086,,pay,0.16666666666666669,,"london, user_research",0.14285714285714288,,case_study,0.25,,"industry, team, product",0.25,,"speaker, industry",0.2,"Yes, I was taught how to conduct researchMasters degree with methods classes, internships and group projects incorporating research. n/an/an/aSmall conference: < 300 attendeesSingle-track: All attendees experience the same content at the same timen/an/an/an/a",3,0.0,0.125
