00	01a	01b	01c	02a	02b	02c	02d	02e	02f	02g	02h	02i	02j	03	04	08a	08b	08c	08d	08e	08f	08g	08h	08i	08j	11a	11b	11c	11d	11e	12a	12b	12c	12d	12e	12f	12g	12h	13a	13b	13c	13d	13e	13g	13h	13i	13j	13f	19a	19b	19c	19d	19e	19f	19g	19h	20	05	06	07	10	14	15	16	17a	17b	18a	21	22	23	09a
70	UX Researcher	1	28	All or almost all	All or almost all	Never	All or almost all	Occasionally	All or almost all	All or almost all	All or almost all	Never	Occasionally	"1,000+ employees"	1-5 employees	3-5 years	3-5 years	0-1 year	3-5 years	3-5 years	3-5 years	3-5 years	3-5 years	0-1 year	1-3 years	Sometimes	Often	Sometimes	Rarely	Sometimes	Likely	Likely	Likely	Neutral	Neutral	Neutral	Likely	Neutral	Important	Very Important	Very Important	Very Important	Neutral	Neutral	Very Important	Important	Important	Neutral	Important	Very Important	Important	Important	Neutral	Neutral	Very Important	Important		Broacasting	"mostly evaluative user focused research, with a heavy dose of quant based research informed by the marketing department"						Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots				"Yes, I was taught how to conduct research"
7	UX Researcher	1	28	Often	Often	Never	Often	Often	Often	Occasionally	Often	Occasionally	Never	"501-1,000 employees"	6-10 employees	1-3 years	1-3 years	0-1 year	1-3 years	1-3 years	1-3 years	0-1 year	0-1 year	0-1 year	0-1 year	Sometimes	Often	Sometimes	Rarely	Rarely	Likely	Likely	Likely	Unlikely	Neutral	Neutral	Neutral	Neutral	Neutral	Somewhat Important	Very Important	Important	Somewhat Important	Somewhat Important	Somewhat Important	Important	Important	Neutral	Very Important	Important	Somewhat Important	Important	Somewhat Important	Not at all Important	Neutral	Neutral	No	Software - Legal	"Digital Analytics (Google, Tag Manager, Data Studio)
Usability Testing (Unmoderated & Moderated)
Survey's
Focus Groups
Contextual Inquiry/Interviews"	"Digital Analytics (Google, Tag Manager, Data Studio)
Usability Testing (Unmoderated & Moderated)
Survey's
Focus Groups
Contextual Inquiry/Interviews"	"Degree - Masters of Science in Human-Computer Interaction
"	From LinkedIn groups or networking groups I'm apart of	N/A	"Meetups in the Chicago area on accessibility, local UX research teams, previous co-worker speaking engagements"	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"AI, Ethics, Analytics (data-driven research)"	"Google
Microsoft (Gaming)

"	N/A	
67	UX Researcher	1	28	All or almost all	All or almost all	Never	All or almost all	Never	All or almost all	Never	Neutral	Never	Never	"1,000+ employees"	6-10 employees	1-3 years	1-3 years	0-1 year	1-3 years	0-1 year	1-3 years	0-1 year	1-3 years	0-1 year	0-1 year	Never	Often	Rarely	Rarely	Rarely	Unlikely	Extremely likely	Extremely likely	Extremely likely	Extremely likely	Neutral	Unlikely	Likely	Somewhat Important	Important	Very Important	Not at all Important	Somewhat Important	Somewhat Important	Somewhat Important	Very Important	Very Important	Not at all Important	Somewhat Important	Somewhat Important	Very Important	Very Important	Important	Important	Very Important	Somewhat Important		Insurance	"Usability testing, internal workshops, surveys, heatmaps, clickmaps, web analytics, contextual interviews, card sorting"	"Diary studies, field studies"	"introduction to research methods - a class during my time at the university,
Introduction to social science research - a summer course at a university abroad"	"I look at the topic, opinions about the previous editions, and who speaks. If I can associate the name with a high number of events, I usually assume the person to be an empty promise. If quality of the event is likely to be good, I confront it with the price and location. My salary is not in EUR or USD, so I never go abroad. Within my country, luckily, the best conferences are usually free of charge."	"A 3-day research training run by the best trainer in Poland. Before I went, I was pretty much a self-learner with no guidance. I learned a lot of new things and also how to improve on the old things."	World Usability Day in Krakow and Poznan	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"Failure stories, non-leading questions, how to cope with conducting qualitative research when introverted. No generic inspirational babbling, I hate when they do that. I can get tons of that on LinkedIn without getting out of the house."	"Steve Portigal, my interest in UX research pretty much started when I read his book. I'd also like to see companies with cool case studies, can't think of one at the moment."	Pay your speakers and do demand quality from them in return :)	"Yes, I was taught how to conduct research"
66	UX Researcher	1	28	Often	Often	Never	Often	Occasionally	Often	Never	Neutral	Occasionally	Never	"1,000+ employees"	50+ employees	5-7 years	5-7 years	0-1 year	1-3 years	5-7 years	5-7 years	0-1 year	1-3 years	1-3 years	0-1 year	Never	Sometimes	Never	Never	Never	Unlikely	Likely	Neutral	Unlikely	Extremely likely	Extremely unlikely	Extremely unlikely	Unlikely	Important	Very Important	Important	Neutral	Somewhat Important	Somewhat Important	Not at all Important	Very Important	Very Important	Not at all Important	Important	Important	Important	Important	Somewhat Important	Not at all Important	Important	Very Important		E-Commerce	"behavioral and attitudinal, qualitative and quantitative. basically all the ways we can get data."	the same stuff.		If it's timely and relevant to what I'm working on or has potential to push my or my team's practice.	I've never had a great one.	None	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots				"No, I was not taught how to conduct research"
64	UX Researcher	1	28	Often	Often	Occasionally	Often	Occasionally	Often	Occasionally	Often	Occasionally	Never	"501-1,000 employees"	11-50 employees	3-5 years	3-5 years	0-1 year	1-3 years	1-3 years	3-5 years	1-3 years	0-1 year	0-1 year	0-1 year	Sometimes	Often	Sometimes	Rarely	Rarely	Unlikely	Extremely likely	Extremely likely	Likely	Likely	Neutral	Likely	Unlikely	Important	Very Important	Very Important	Important	Somewhat Important	Somewhat Important	Neutral	Important	Very Important	Not at all Important	Not at all Important	Important	Important	Important	Somewhat Important	Somewhat Important	Important	Important	No	Information	"Quantitative by metrics and A/B results, qualitative by experience. "	Generative methods	"Earned master's degree and undergraduate degree with research related focuses, participated in running studies, analyzed data and created reports, mapped systems."	"Timing, cost, funding availability, and if they're tied to processional/career goals. Travel is a consideration if I can tie it to other business objectives and get company funding to cover expenses."	Local conference (UXPA Boston). Practical topics relevant to my needs with knowledgable speakers and clear ways to apply strategies.	"Conferences, meetups from local professional orgs"	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	"Strategy, roadmapping, stakeholder management, prioritizing and scoping, lean research methods and how to apply them,  copy testing.  Methods that push the envelope a bit- what are the leading trends? GDPR and research. B2B research optimizations. Research ops. "	Researchers who are doing cool things outside of silicon valley; international researchers.	"Make sure the presenters provide actionable takeaways, not just theory - I need to be able to take what I learn back to my job and use it.
Food is important - don't skimp on snacks
Don't start at an ungodly early hour. 
Location, location, location - both the physical building and the destination. Sometimes it's hard to say I need to fly across the country or stay in a $500/night hotel!
Make it an accessible price point, and not just for directors, etc - junior level people can get as much if not more, but it's occasionally harder to make the case. "	"Yes, I was taught how to conduct research"
52	UX Researcher	1	28	Often	Often	Often	Neutral	Often	Often	Often	Neutral	Neutral	Occasionally	"1,000+ employees"	11-50 employees	1-3 years	1-3 years	1-3 years	0-1 year	1-3 years	1-3 years	0-1 year	1-3 years	0-1 year	0-1 year	Sometimes	Sometimes	Rarely	Never	Never	Neutral	Likely	Likely	Unlikely	Likely	Neutral	Neutral	Neutral	Very Important	Very Important	Very Important	Important	Important	Important	Important	Important	Very Important	Important	Important	Neutral	Important	Very Important	Important	Neutral	Neutral	Important	no	Technology	Both generative and evaluative research	Generative and evaluative	Graduate degree in HCI	"Cost, distance (And if travel is covered or reasonable cost)"	None yet :/	Convey UX seattle	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	n/a	Leaders in academic and industry		"Yes, I was taught how to conduct research"
40	UX Researcher	1	28	Often	Often	Never	Often	Occasionally	All or almost all	Never	Often	Never	Never	26-100 employees	1-5 employees	1-3 years	1-3 years	0-1 year	0-1 year	1-3 years	1-3 years	0-1 year	1-3 years	0-1 year	0-1 year	Often	Often	Sometimes	Rarely	Rarely	Extremely likely	Extremely likely	Likely	Unlikely	Likely	Likely	Neutral	Neutral	Neutral	Important	Very Important	Important	Not at all Important	Not at all Important	Somewhat Important	Somewhat Important	Neutral	Somewhat Important	Important	Not at all Important	Very Important	Somewhat Important	Not at all Important	Not at all Important	Somewhat Important	Neutral	Mixed session of Panel discussion + Q&A	Technology	"Usability testing 
Quantitative research
Secondary Research"	More in-depth qualitative sessions	Msc. in Design Research	Based on investment and time needed vs expected outcome and application of concepts learned right after the event.	"2 days conference with talks on 'Imagining the future of urban neighborhoods', and what made it so great was the surprise factor and huge amount of unexpected learnings. Even though it was not directly focused on research topics,  every single project/talk presented approached the research phase in a different way, with diverse techniques and methods that were tailor-made to solve what they needed. It was a conference with authenticity in the processes presented, avoiding jargons or trends often repeated over and over accross UX events. "	"None that is exclusively focused on the research topic. The events I attended are often mixed with generic UX topics, partially covering the research phase. "	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"- Gap between research planning and execution

"	"- Mix of academic and market researchers 
- Different topics approached to gather different perspectives "	Inviting famous speakers does not mean that the conference will be necessarily good.	"Yes, I was taught how to conduct research"
35	UX Researcher	1	28	All or almost all	All or almost all	Neutral	All or almost all	Often	All or almost all	Neutral	Often	Neutral	Neutral	"1,000+ employees"	6-10 employees	3-5 years	3-5 years	0-1 year	3-5 years	3-5 years	3-5 years	0-1 year	3-5 years	1-3 years	0-1 year	Often	Often	Rarely	Sometimes	Sometimes	Likely	Extremely likely	Extremely likely	Neutral	Extremely likely	Neutral	Extremely likely	Extremely likely	Neutral	Important	Very Important	Important	Important	Important	Very Important	Important	Important	Neutral	Very Important	Important	Neutral	Important	Important	Neutral	Important	Very Important	CHI	E-commerce	Strategic and evaluative studies						Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"Emerging technologies , videos research , games research "	"Researchers in emerging technologies from google, Facebook
Researchers from Netflix 
"		"Yes, I was taught how to conduct research"
32	UX Researcher	1	28	Often	Often	Never	All or almost all	Often	All or almost all	All or almost all	All or almost all	Occasionally	All or almost all	26-100 employees	1-5 employees	7-10 years	7-10 years	1-3 years	5-7 years	7-10 years	7-10 years	1-3 years	7-10 years	3-5 years	0-1 year	Often	Sometimes	Sometimes	Often	Rarely	Unlikely	Extremely likely	Likely	Extremely unlikely	Likely	Likely	Neutral	Likely	Important	Very Important	Important	Important	Important	Very Important	Neutral	Somewhat Important	Neutral	Neutral	Important	Very Important	Neutral	Important	Very Important	Neutral	Very Important	Very Important	Nope	Real estate	"We do a lot of qualitative research but also recently hired a data engineer on the team to do additional work. We do the full gamut- discovery research, concept testing, usability testing, surveys, look at customer service logs, etc."	"A lot of our goals are focused on collaboration. It’s not just about conducting research, but finding ways to bring  data scientists and engineers and designers into the fold more often so they live and breathe it. "	"I worked in an HCI lab in my undergrad career for two years, and also got my masters in HCI. "	"Is it directly relevant to my day to day work? Do I need it to become a more successful or efficient employee? Do I need an essential skill to get to the next level/career ladder? If the answer is yes, I strongly am interested in attending an event. "	"I went to a talk hosted by AIGA on the design process around creating Alexandria Ocasió-Cortez’s campaign branding and identity. The topic was socially and professionally relevant, the speaker was prepared and engaging, and the quality of the content he shared was incredible. There was an anonymous Q&A that followed where the moderator used an app called Pigeonhole to curate questions from the crowd, and deliver it to the speaker to answer. There was also refreshments and networking afterward. It was well worth the $35 I spent on the talk! "	"I’ve attended a ton of meetups, a workshop on remote research, a workshop on Kano modeling, and a workshop on mentorship/career management. "	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	"I would love if if veteran members of the community share more of their war stories with those who are just starting out or mid-career. I think the whole community could benefit from lessons learned.

Also, I would love to learn more about the softer sides that make research successful and influential, such as conflict management, stakeholder management (often the same thing!), effective communication, and career management. There has to be knowledge transfer in the community in terms of soft skills like these as well if we want to maximize the impact of research. "	"Specific individuals who have very interesting war stories to share, or have had great track record forecasting industry trends and would like to the share with the community. "	"Then this is an interestingly “hypothetical” survey! 

I would try to tailor content not only based on quality/quant, but based on the experience level of those who are attending. People starting out in research think and need different skill sets than those running large teams and years into their practice!

Also, please PLEASE emphasize depth over breadth. Researchers want to learn deeply about something specific and actionable, not just hand-wavy things that we can’t directly take and apply in their everyday context. I would prefer long, well-thought out and curated presentations that I can take and run with in my organization over soundbite-driven panels any day! "	Was thought how to conduct research in social studies
3	UX Researcher	1	28	Often	Often	Never	All or almost all	Occasionally	All or almost all	Often	All or almost all	Never	Occasionally	101-500 employees	1-5 employees	1-3 years	1-3 years	0-1 year	1-3 years	1-3 years	1-3 years	1-3 years	1-3 years	0-1 year	1-3 years	Often	Often	Sometimes	Rarely	Rarely	Likely	Extremely likely	Likely	Neutral	Likely	Likely	Unlikely	Neutral	Neutral	Very Important	Very Important	Very Important	Important	Important	Very Important	Very Important	Very Important	Important	Very Important	Important	Important	Important	Important	Neutral	Neutral	Important	None	Mobility tech	"Generative, evaluative"	Mixing quant and qual	I attended a product design bootcamp	Cost of the conference; travel (including pain of cost and effort); whether or not I think I'll be able to apply my knowledge	The majority of what I learned was applicable in real life	Enterprise Experience	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	Practical research applications in industry	"A few ""big names;"" diversity in backgrounds (e.g., non-traditional researchers and traditional); various user research tools to demo onsite"	Determine who your audience is and their most pressing needs in order to curate a program that empowers them to do their jobs better and/or improve their confidence as research professionals	"Yes, I was taught how to conduct research"
26	UX Researcher	1	28	Often	Often	Never	Often	Occasionally	Often	Neutral	Often	Never	Occasionally	"1,000+ employees"	11-50 employees	7-10 years	7-10 years	0-1 year	7-10 years	7-10 years	7-10 years	7-10 years	5-7 years	0-1 year	0-1 year	Sometimes	Often	Sometimes	Never	Sometimes	Neutral	Extremely likely	Likely	Extremely likely	Extremely likely	Likely	Neutral	Neutral	Important	Important	Very Important	Neutral	Very Important	Important	Neutral	Neutral	Very Important	Important	Very Important	Important	Important	Important	Important	Important	Important	Very Important		Transportation	"Do you mean methodologies? Interviews, surveys, diary studies, card sorts, participatory design, usability and concept testing (moderated, remote moderated and remote unmoderated) and various forms of getting out in the field and following people as they do things.
In the product cycle, this ranges from foundational through to validation and summative research."	Similar to above.	"I have a PHD in anthropology. To learn industry research, did an internship and then learned on the job."	"Budget from my employer, who will the attendees be (I want to network with other researchers, not with designers or whatever), whether the topic seems interesting and useful and I think I will learn something. Whether it falls in the middle of planning or something else for which I need to be in the office. "	"I quite enjoy EPIC, there are lots of smart people and I have great conversations."	"EPIC for the past two years. Go to a meetup in the Bay area every month or two. Videos from EPIC and other random places. Occasional academic events in the bay area, workshops or talks by visiting professors at local universities. "	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	In-house research rather than stuff that's very focused on being a consultant/agency.	"Senior people, people who have been doing this a long time. I want to understand what is the end point or where can you get to - what does it look like to be very senior, what does that career trajectory look like? Also to hear about what they perceive to be the trends and shifts in industry research. Ways of looking at doing industry research, understanding what we do and what its value is to our companies."		"No, I was not taught how to conduct research"
24	UX Researcher	1	28	Often	Often	Never	Occasionally	Occasionally	Often	Occasionally	Often	Never	Never	1-25 employees	1-5 employees	10+ years	10+ years	0-1 year	10+ years	10+ years	10+ years	10+ years	10+ years	0-1 year	0-1 year	Sometimes	Sometimes	Rarely	Rarely	Rarely	Likely	Likely	Likely	Likely	Likely	Neutral	Unlikely	Unlikely	Not at all Important	Very Important	Very Important	Important	Neutral	Important	Important	Very Important	Very Important	Neutral	Neutral	Somewhat Important	Neutral	Somewhat Important	Neutral	Neutral	Neutral	Neutral	"Longer, in depth sessions"	"No particular industry, I freelance"	"Interviews, usability studies, diary studies, ride alongs, home visits, use of surveys and analytics on occasion "	"Same, longer term diary studies"		As a freelancer very few events are worth flying to —too expensive to self pay and lost billable time make it hard to go to anything not in my town/on an evening.	"Some soft skills training/ coaching a former employer bright on house. Super useful skills, and I didn’t have to come up with the $."	None	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"Quantitative methods boot camp for ppl who managed to not take statistics, exposure to add’l methods beyond the usual suspects "	"Stuff beyond tech, diversity"	"Hmmmm....now sure. It’s just super hard to self pay, i suspect I’m not the best target."	"Yes, I was taught how to conduct research"
23	UX Researcher	1	28	All or almost all	All or almost all	Never	Often	Occasionally	Often	Neutral	Occasionally	Never	Never	26-100 employees	1-5 employees	1-3 years	1-3 years	0-1 year	1-3 years	1-3 years	1-3 years	0-1 year	1-3 years	0-1 year	0-1 year	Often	Often	Often	Often	Often	Likely	Extremely likely	Likely	Extremely likely	Likely	Likely	Likely	Extremely likely	Important	Very Important	Very Important	Very Important	Important	Neutral	Neutral	Very Important	Important	Very Important	Very Important	Important	Important	Important	Neutral	Neutral	Important	Important		Fintech	"qualitative (interviews, journey mapping, testing) and quantitative (surveys, polls, analytics)"	more ongoing interviews with users.	"Psychology undergraduate degree, 3-month bootcamp on UX Design (including research)"	"Depends how specialized the topics/talks will be. Will talks be more theoretical or have methods for practical application? Practical application is important to me, so I'd rather hear people who have industry experience share their journeys. I prefer local events as I don't have a large professional development budget at work, so can't afford to travel for events/conferences."	"I loved going to the Design/Content conference last year in Vancouver. Topics were interesting, talks weren't TOO long, there was variety in the topics spoken about, lots of networking opportunities, their sponsorships were cool so I got to learn more about those companies (mostly design/content tools)"	"Information Architecture Day, UX Research meetups in Vancouver"	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	"how they built research practices in their organizations, strategies for research, how they approached difficult problems and solved through application of research, etc."	"People who practice research specifically. It's great that lots of designers do research too, but I want to meet more professionals who focus solely on research"	"Have a wide variety of topics, for people of various levels of experience (some topics are interesting to me but not applicable since I'm a junior researcher. For example, I would love to hear how someone leads a global research team, but that advice isn't immediately relevant to me since I'm far from being a supervisor.  Instead, I'd be interested to hear from someone who has been in research for 1-2 years, and built a research practice from the ground up. I would want to know how they did that since I'm trying to do that)"	"No, I was not taught how to conduct research"
195	UX Researcher	1	28	All or almost all	All or almost all	Never	All or almost all	Occasionally	All or almost all	Often	All or almost all	Occasionally	Often	"1,000+ employees"	1-5 employees	3-5 years	3-5 years	0-1 year	3-5 years	3-5 years	3-5 years	3-5 years	1-3 years	1-3 years	1-3 years	Often	Often	Often	Sometimes	Sometimes	Extremely likely	Extremely likely	Extremely likely	Likely	Unlikely	Likely	Neutral	Neutral	Important	Very Important	Very Important	Important	Important	Important	Important	Very Important	Very Important	Important	Important	Very Important	Important	Very Important	Important	Important	Important	Important		Insurance	"Mental models, outcome driven innovation + jtbd, usability tests, focus groups, market segmentation surveys, intercept feedback surveys"	"Diary studies, contextual inquiries, card sorts, tree tests"	"Graduated from Japanese Studies which taught some aspects of conducting research for social sciences, completed a UX academy (online bootcamp), completed the Social Science Research Methods specialisation on Coursera, currently doing the Advanced Training Series by Indi Young"	"Events in Central and Eastern Europe, those that my employer can pay for, and if not, only those that cost below €300"	"Advanced training series by Indi Young
It’s affordable, in depth (each topic is covered over 4 weeks), comprehensive (from scoping to working with stakeholders on the finished deliverable). It’s intimate, there’s time to ask questions. It’s really specific and not superficial "	All of the previously mentioned I attended in the past few years	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	"How research fits (or doesn’t) into the agile cycle, how to scope studies (audience segments and questions), how to use a variety of methods for one topic"	"People that wrote books I’ve read ;)
Also, IDEO and other ethnographic research firms"	Find a way to make the event accessible to people who are not in the event’s geographic area	"No, I was not taught how to conduct research"
190	UX Researcher	1	28	Often	Often	Never	Often	Occasionally	Often	Neutral	Often	Occasionally	Occasionally	"1,000+ employees"	11-50 employees	7-10 years	7-10 years	0-1 year	7-10 years	1-3 years	7-10 years	3-5 years	3-5 years	1-3 years	1-3 years	Sometimes	Often	Rarely	Never	Rarely	Likely	Likely	Extremely likely	Neutral	Likely	Likely	Unlikely	Neutral	Important	Neutral	Very Important	Neutral	Neutral	Somewhat Important	Important	Important	Very Important	Neutral	Important	Important	Neutral	Important	Neutral	Somewhat Important	Neutral	Important		Software	"Qual, Quant"	Same as above	"Masters degree with methods classes, internships and group projects incorporating research. "				Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time				"Yes, I was taught how to conduct research"
188	UX Researcher	1	28	All or almost all	All or almost all	Never	All or almost all	All or almost all	All or almost all	All or almost all	All or almost all	Occasionally	All or almost all	1-25 employees	1-5 employees	7-10 years	7-10 years	0-1 year	5-7 years	7-10 years	7-10 years	3-5 years	3-5 years	0-1 year	3-5 years	Sometimes	Often	Rarely	Never	Rarely	Neutral	Likely	Extremely likely	Likely	Neutral	Extremely unlikely	Unlikely	Extremely unlikely	Somewhat Important	Very Important	Very Important	Neutral	Very Important	Very Important	Important	Important	Very Important	Important	Not at all Important	Important	Important	Important	Very Important	Neutral	Important	Very Important	No. Just please if you do informal social events please include events that do *NOT* revolve around alcohol.	Independent design consultant	"Qualitative (mostly interviews, surveys, observation, usability testing)
"	"Quantitative (e.g., regression analysis)"	"Sociology & Psychology degree. Courses in qualitative methods like interviewing, ethnography, historical, and textual analysis. Courses in quantitative methods like different forms of regression analysis, HLM, and risk analysis. Conducted survey, experiment, and interview-based field studies. "	"I'm independent and therefore I need to balance ticket and travel costs with perceived career benefit I'm more likely to attend if I can get free admittance by volunteering or scholarship because I find that conferences are rarely worth attending. Networking opportunities are a priority as I find conferences tend to talk about the same topics with the same speakers. However, I like to look for structured networking opportunities (e.g., small groups, speednetworking, one-on-one scheduled meetings) rather than just lunch or happy hours because it forces senior attendees to interact with people other than those in their friend or professional networks. I also prefer workshops over talks because I find the takeaways are more relevant and practical"	"Business of Software was very small and intimate (many opportunities to network). It also had a culture of welcoming new attendees. For example, new attendees had a special color badge which encouraged regulars to approach and strike up a conversation. The talks were also informal (many disaster stories with interesting lessons--not just sales pitches) and short with lots of time for questions."	UXPA Boston	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	"1) Research with disadvantaged or vulnerable populations, 2) How to start and formalize a research process in your company or organization, 3) Research ethics, 4) Research in government, or social and humanitarian sector, 5) Issues of power and inequality between researchers, users, and their organizations, 6) Innovative quantitative methods
"	"People who work in the social, humanitarian, or gov't sectors. "	"-Diversity in speaking experience and seniority level*** (I love when conferences open up spots specifically for unknowns or new speakers who are doing really cool work)
-Diversity in race (just Asians does not count as diversity)
-Diversity in organization type (Not just IDEO, Stanford and Big Four researchers. Invite independent consultants, startup people, ""boring"" traditional companies you don't usually associate with innovation, nonprofit people, gov't people)

-Informality. I'd prefer a quick talk followed by extended Q&A/workshop over 45 minute talk

-Prioritize social topics (e.g., researching for gov't or humanitarian work), new topics (e.g., new tech requires new research strategies), under-discussed topics (e.g., ethics, workplace culture), war stories (case studies of failure) vs. big name speakers. I also find motivational talks are rarely that impressive. If I'm going to sit through a talk I want to learn actionable takeaways that I can immediately apply to my own work. Inspiration is great and a good speaker will inspire but I do want to learn something.

-Not too many talks in one day. Create breathers for reflection and networking.

-Structured networking (small table discussion, pre-conference Slack channel, speednetworking)

-Dry social events (yes, there are non-drinkers in tech) and options other than water for non-drinkers during meals"	"Yes, I was taught how to conduct research"
184	UX Researcher	1	28	Often	Often	Never	Often	Never	Often	Neutral	All or almost all	Never	All or almost all	1-25 employees	6-10 employees	10+ years	10+ years	0-1 year	10+ years	0-1 year	10+ years	10+ years	10+ years	0-1 year	10+ years	Rarely	Often	Sometimes	Sometimes	Often	Neutral	Likely	Likely	Unlikely	Likely	Unlikely	Likely	Neutral	Neutral	Very Important	Very Important	Very Important	Very Important	Important	Important	Important	Important	Important	Neutral	Not at all Important	Not at all Important	Important	Important	Neutral	Neutral	Very Important		Multiple sectors equally big	Design research	Design research	Design research PhD	"Can I get there without flying (carbon footprint)?
Content of the conference and format must be conversational."	GOOD19 London. I learned from design researchers in very different cultures around the world through conversation.	"GOOD19, DRS2018, RTD2019, UNBOX 2019, UX INSIGHT 2018, user research London 2019"	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	Sustainable developments goals related topics and how to contribute with research to these.	"Activists, NGOs"	Make it conversational.	"I'm largely self-taught, so yes, but there is plenty to learn"
182	UX Researcher	1	28	All or almost all	All or almost all	Never	Often	Never	Often	Occasionally	Occasionally	Never	Occasionally	"1,000+ employees"	50+ employees	7-10 years	7-10 years	0-1 year	5-7 years	0-1 year	3-5 years	0-1 year	1-3 years	0-1 year	1-3 years	Often	Often	Sometimes	Rarely	Sometimes	Extremely likely	Extremely likely	Extremely likely	Likely	Likely	Likely	Likely	Unlikely	Important	Important	Important	Very Important	Important	Important	Important	Important	Very Important	Very Important	Important	Important	Important	Very Important	Very Important	Very Important	Very Important	Very Important		Enterprise company	"Discovery research
User experience feedback"	Discovery research / user experience feedback in agile sprints	"Certification,
Mentoring
Classes in research (not academic)
Books
Conferences
Courses"	Specific to research skills and planning design research strategy	The Strive Conference - ample opportunities for networking and exhibition booth provided opportunities to share user experience feedback on their projects	Strive Conference	Small conference: < 300 attendees	2	Multi-track: Every attendee chooses their own path with multiple options available for most time-slots	Presenting research insights	Decision Makers	Invite non-researchers	"Yes, I was taught how to conduct research"
180	UX Researcher	1	28	All or almost all	All or almost all	Never	All or almost all	Occasionally	All or almost all	All or almost all	All or almost all	Never	Occasionally	26-100 employees	6-10 employees	3-5 years	3-5 years	0-1 year	1-3 years	3-5 years	3-5 years	3-5 years	3-5 years	0-1 year	1-3 years	Sometimes	Often	Often	Often	Often	Likely	Extremely likely	Extremely likely	Likely	Extremely likely	Extremely likely	Likely	Extremely likely	Somewhat Important	Very Important	Very Important	Important	Somewhat Important	Neutral	Important	Important	Very Important	Neutral	Neutral	Neutral	Neutral	Important	Somewhat Important	Somewhat Important	Neutral	Important		Government	"Concept testing, usability, contextual interviews, diary studies"	large scale quantitative		"Events I've heard of before (positive review) but I've not yet attended will be high priority. Travel is less of a concern because I'm keen to see new places and I can use the event as an excuse to see new places. However, if the events are small (a few hours in duration), then I'm more keen to attend remotely."	Doing the work and getting feedback from manager and peers. Failing. But it's an expensive experience that many managers will not afford.	"UXR in Toronto, CanUX, DesOps, Service Design Conference in Toronto "	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time	"Participant recruitment strategies, research fails, research community building in your organization"	"other government folks (conducting research with a lot of walls), smaller organizations, lots of diversity"	"Create remote options to learn, make it accessible, reduce environmental impact"	"No, I was not taught how to conduct research"
177	UX Researcher	1	28	Often	Often	Never	Often	Occasionally	Often	Occasionally	Often	Occasionally	Never	"1,000+ employees"	50+ employees	10+ years	10+ years	0-1 year	10+ years	1-3 years	10+ years	3-5 years	1-3 years	1-3 years	0-1 year	Rarely	Rarely	Never	Never	Sometimes	Neutral	Neutral	Neutral	Extremely unlikely	Likely	Extremely unlikely	Neutral	Neutral	Somewhat Important	Neutral	Important	Somewhat Important	Somewhat Important	Not at all Important	Not at all Important	Neutral	Very Important	Somewhat Important	Not at all Important	Not at all Important	Not at all Important	Somewhat Important	Somewhat Important	Somewhat Important	Not at all Important	Neutral		Tech	"Generative/exploratory participant observations interviews 
Usability
Surveys
Heuristic evals 
Lit reviews 
RITE "	"Generative/exploratory participant observations interviews 
Usability
Surveys
Heuristic evals 
Lit reviews 
RITE "	"Took classes, participated in running large studies, conducted my own end to end ethnography"	If company will pay for travel + I value the methods of conference attendees/programs (eg I would not attend an HCI conference)	Reuniting with colleagues and leveraging those networks	AAA	Small conference: < 300 attendees	2	Single-track: All attendees experience the same content at the same time				"No, I was not taught how to conduct research"
